code_id,threshold,synthetic_recoveries,synthetic_trials,synthetic_recovery_fraction,background_events,exposure_hours,false_events_per_hour,engineering_check_only
iso8_matched,0.8200000000000003,1905,2563,0.7432696059305501,0,177.1327777777778,0.0,True
iso8_matched,0.8250000000000004,1885,2563,0.7354662504877097,0,177.1327777777778,0.0,True
iso8_matched,0.8300000000000003,1860,2563,0.7257120561841592,0,177.1327777777778,0.0,True
iso8_matched,0.8350000000000004,1831,2563,0.7143971907920406,0,177.1327777777778,0.0,True
iso8_matched,0.8400000000000003,1801,2563,0.7026921576277799,0,177.1327777777778,0.0,True
iso8_matched,0.8450000000000004,1764,2563,0.6882559500585251,0,177.1327777777778,0.0,True
iso8_matched,0.8500000000000003,1729,2563,0.6746000780335544,0,177.1327777777778,0.0,True
iso8_matched,0.8550000000000004,1693,2563,0.6605540382364417,0,177.1327777777778,0.0,True
iso8_matched,0.8600000000000003,1637,2563,0.6387046429964884,0,177.1327777777778,0.0,True
iso8_matched,0.8650000000000004,1577,2563,0.6152945766679673,0,177.1327777777778,0.0,True
iso8_matched,0.8700000000000003,1525,2563,0.5950058525165821,0,177.1327777777778,0.0,True
iso8_matched,0.8750000000000004,1458,2563,0.5688646117830667,0,177.1327777777778,0.0,True
iso8_matched,0.8800000000000003,1393,2563,0.5435037065938354,0,177.1327777777778,0.0,True
iso8_matched,0.8850000000000005,1325,2563,0.5169722980881779,0,177.1327777777778,0.0,True
iso8_matched,0.8900000000000003,1235,2563,0.481857198595396,0,177.1327777777778,0.0,True
iso8_matched,0.8950000000000005,1149,2563,0.4483027701911822,0,177.1327777777778,0.0,True
iso8_matched,0.9000000000000004,1058,2563,0.4127975029262583,0,177.1327777777778,0.0,True
iso8_matched,0.9050000000000005,969,2563,0.37807257120561844,0,177.1327777777778,0.0,True
iso8_matched,0.9100000000000004,888,2563,0.3464689816621147,0,177.1327777777778,0.0,True
iso8_matched,0.9150000000000005,780,2563,0.30433086227077644,0,177.1327777777778,0.0,True
iso8_matched,0.9200000000000004,691,2563,0.26960593055013654,0,177.1327777777778,0.0,True
iso8_matched,0.9250000000000005,608,2563,0.2372220054623488,0,177.1327777777778,0.0,True
iso8_matched,0.9300000000000004,531,2563,0.2071790870074132,0,177.1327777777778,0.0,True
iso8_matched,0.9350000000000005,445,2563,0.17362465860319937,0,177.1327777777778,0.0,True
iso8_matched,0.9400000000000004,355,2563,0.13850955911041749,0,177.1327777777778,0.0,True
iso8_matched,0.9450000000000005,273,2563,0.10651580179477176,0,177.1327777777778,0.0,True
iso8_matched,0.9500000000000004,195,2563,0.07608271556769411,0,177.1327777777778,0.0,True
